offer_id,gender,age,became_member_on,income,reward,channels,difficulty,duration,offer_type,paid,offer_received,offer_viewed,offer_viewed_y_n,offer_completed,offer_completed_y_n
3,2,57.0,517,55000.0,5.0,3,20.0,10.0,0,0.0,168,33,1,70,0
0,2,57.0,517,55000.0,0.0,1,0.0,4.0,2,0.0,336,93,1,70,0
9,2,57.0,517,55000.0,2.0,2,10.0,10.0,0,0.0,504,108,1,70,0
8,1,86.0,611,109000.0,5.0,2,5.0,5.0,1,0.0,0,78,1,70,0
0,1,86.0,611,109000.0,0.0,1,0.0,4.0,2,0.0,168,72,1,70,0
3,1,86.0,611,109000.0,5.0,3,20.0,10.0,0,23.18,336,55,1,55,1
5,1,86.0,611,109000.0,10.0,0,10.0,7.0,1,29.81,408,62,1,62,1
9,1,86.0,611,109000.0,2.0,2,10.0,10.0,0,31.4,504,67,1,67,1
4,1,86.0,611,109000.0,5.0,1,5.0,7.0,1,0.0,576,76,0,70,0
9,1,54.0,43,117000.0,2.0,2,10.0,10.0,0,21.74,0,10,1,104,1
4,1,54.0,43,117000.0,5.0,1,5.0,7.0,1,32.45,168,103,1,103,1
1,1,54.0,43,117000.0,0.0,0,0.0,3.0,2,0.0,408,34,1,70,0
0,1,54.0,43,117000.0,0.0,1,0.0,4.0,2,0.0,504,89,1,70,0
8,1,54.0,43,117000.0,5.0,2,5.0,5.0,1,0.0,576,27,1,70,0
2,2,58.0,930,54000.0,3.0,2,7.0,7.0,0,5.48,0,3,1,84,1
7,2,58.0,930,54000.0,2.0,1,10.0,7.0,0,10.12,168,26,1,71,1
8,2,58.0,930,54000.0,5.0,2,5.0,5.0,1,9.06,336,86,1,100,1
6,2,58.0,930,54000.0,10.0,2,10.0,5.0,1,0.0,408,61,1,70,0
4,2,58.0,930,54000.0,5.0,1,5.0,7.0,1,0.0,576,112,1,70,0
6,1,86.0,959,73000.0,10.0,2,10.0,5.0,1,13.84,168,103,1,5,1
8,1,86.0,959,73000.0,5.0,2,5.0,5.0,1,18.19,336,55,1,64,1
1,1,86.0,959,73000.0,0.0,0,0.0,3.0,2,0.0,408,119,1,70,0
4,1,86.0,959,73000.0,5.0,1,5.0,7.0,1,0.0,576,76,0,70,0
1,2,67.0,517,79000.0,0.0,0,0.0,3.0,2,0.0,0,17,1,70,0
8,2,67.0,517,79000.0,5.0,2,5.0,5.0,1,23.75,168,19,1,111,1
3,2,67.0,517,79000.0,5.0,3,20.0,10.0,0,22.9,336,72,1,73,1
8,2,67.0,517,79000.0,5.0,2,5.0,5.0,1,12.77,504,34,1,53,1
0,2,70.0,819,60000.0,0.0,1,0.0,4.0,2,0.0,0,103,1,70,0
7,2,70.0,819,60000.0,2.0,1,10.0,7.0,0,0.0,168,72,1,70,0
2,2,70.0,819,60000.0,3.0,2,7.0,7.0,0,0.0,336,86,1,70,0
2,2,70.0,819,60000.0,3.0,2,7.0,7.0,0,0.0,504,67,1,70,0
5,2,70.0,819,60000.0,10.0,0,10.0,7.0,1,0.0,576,114,1,70,0
3,1,61.0,283,118000.0,5.0,3,20.0,10.0,0,24.27,168,41,1,41,1
8,1,61.0,283,118000.0,5.0,2,5.0,5.0,1,35.33,336,72,1,25,1
4,1,61.0,283,118000.0,5.0,1,5.0,7.0,1,28.39,408,90,1,90,1
9,1,61.0,283,118000.0,2.0,2,10.0,10.0,0,29.22,504,89,1,89,1
5,1,61.0,283,118000.0,10.0,0,10.0,7.0,1,37.2,576,27,1,69,1
0,1,52.0,554,115000.0,0.0,1,0.0,4.0,2,0.0,0,78,1,70,0
5,1,52.0,554,115000.0,10.0,0,10.0,7.0,1,25.5,168,1,1,1,1
9,1,52.0,554,115000.0,2.0,2,10.0,10.0,0,33.04,336,72,1,86,1
1,1,52.0,554,115000.0,0.0,0,0.0,3.0,2,0.0,408,71,1,70,0
1,1,52.0,554,115000.0,0.0,0,0.0,3.0,2,0.0,504,37,1,70,0
9,1,52.0,554,115000.0,2.0,2,10.0,10.0,0,29.23,576,42,1,6,1
3,1,70.0,1399,76000.0,5.0,3,20.0,10.0,0,27.83,168,103,1,35,1
6,1,70.0,1399,76000.0,10.0,2,10.0,5.0,1,25.04,408,49,1,46,1
8,1,70.0,1399,76000.0,5.0,2,5.0,5.0,1,12.8,504,34,1,34,1
2,2,56.0,118,99000.0,3.0,2,7.0,7.0,0,27.28,0,10,1,3,1
9,2,56.0,118,99000.0,2.0,2,10.0,10.0,0,25.03,168,103,1,12,1
9,2,56.0,118,99000.0,2.0,2,10.0,10.0,0,20.24,408,119,1,119,1
7,2,56.0,118,99000.0,2.0,1,10.0,7.0,0,0.0,504,89,1,70,0
5,2,56.0,118,99000.0,10.0,0,10.0,7.0,1,0.0,576,114,1,6,1
0,1,44.0,1099,35000.0,0.0,1,0.0,4.0,2,0.0,0,103,1,70,0
0,1,44.0,1099,35000.0,0.0,1,0.0,4.0,2,0.0,168,119,1,70,0
7,1,44.0,1099,35000.0,2.0,1,10.0,7.0,0,0.0,408,34,1,70,0
3,1,44.0,1099,35000.0,5.0,3,20.0,10.0,0,0.0,504,27,1,70,0
7,1,44.0,1099,35000.0,2.0,1,10.0,7.0,0,5.1,576,21,1,56,1
5,2,46.0,1633,35000.0,10.0,0,10.0,7.0,1,0.0,0,10,1,70,0
0,2,46.0,1633,35000.0,0.0,1,0.0,4.0,2,0.0,168,72,1,70,0
